category,currency,customer_first_name,customer_full_name,customer_gender,customer_id,customer_last_name,customer_phone,day_of_week,day_of_week_i,email,geoip.city_name,geoip.continent_name,geoip.country_iso_code,geoip.location,geoip.region_name,manufacturer,order_date,order_id,products,products.created_on,sku,taxful_total_price,taxless_total_price,total_quantity,total_unique_products,type,user
"[""Women's Shoes"",""Women's Accessories""]",EUR,Pia,Pia Daniels,FEMALE,45,Daniels,,Saturday,5,pia@daniels-family.zzz,Cannes,Europe,FR,"{
  ""lon"": 7,
  ""lat"": 43.6
}",Alpes-Maritimes,"[""Pyramidustries""]","March 30th 2019, 03:20:10.000",572210,"[{""base_price"":28.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Pyramidustries"",""tax_amount"":0,""product_id"":17319,""category"":""Women's Shoes"",""sku"":""ZO0141601416"",""taxless_price"":28.99,""unit_discount_amount"":0,""min_price"":14.21,""_id"":""sold_product_572210_17319"",""discount_amount"":0,""created_on"":""2016-12-17T03:20:10+00:00"",""product_name"":""Ankle boots - dark grey"",""price"":28.99,""taxful_price"":28.99,""base_unit_price"":28.99},{""base_price"":20.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Pyramidustries"",""tax_amount"":0,""product_id"":20615,""category"":""Women's Accessories"",""sku"":""ZO0189101891"",""taxless_price"":20.99,""unit_discount_amount"":0,""min_price"":9.66,""_id"":""sold_product_572210_20615"",""discount_amount"":0,""created_on"":""2016-12-17T03:20:10+00:00"",""product_name"":""Watch - rose gold-coloured"",""price"":20.99,""taxful_price"":20.99,""base_unit_price"":20.99}]","[""December 17th 2016, 03:20:10.000"",""December 17th 2016, 03:20:10.000""]","[""ZO0141601416"",""ZO0189101891""]",$49.98 ,49.98,2,2,order,pia
"[""Women's Clothing"",""Women's Accessories""]",EUR,Pia,Pia Carpenter,FEMALE,45,Carpenter,,Saturday,5,pia@carpenter-family.zzz,Cannes,Europe,FR,"{
  ""lon"": 7,
  ""lat"": 43.6
}",Alpes-Maritimes,"[""Champion Arts"",""Tigress Enterprises""]","March 30th 2019, 02:31:12.000",572171,"[{""base_price"":19.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Champion Arts"",""tax_amount"":0,""product_id"":22113,""category"":""Women's Clothing"",""sku"":""ZO0486204862"",""taxless_price"":19.99,""unit_discount_amount"":0,""min_price"":10.39,""_id"":""sold_product_572171_22113"",""discount_amount"":0,""created_on"":""2016-12-17T02:31:12+00:00"",""product_name"":""Tracksuit bottoms - dark blue multicolor"",""price"":19.99,""taxful_price"":19.99,""base_unit_price"":19.99},{""base_price"":11.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Tigress Enterprises"",""tax_amount"":0,""product_id"":15804,""category"":""Women's Accessories"",""sku"":""ZO0084700847"",""taxless_price"":11.99,""unit_discount_amount"":0,""min_price"":5.52,""_id"":""sold_product_572171_15804"",""discount_amount"":0,""created_on"":""2016-12-17T02:31:12+00:00"",""product_name"":""Snood - rose"",""price"":11.99,""taxful_price"":11.99,""base_unit_price"":11.99}]","[""December 17th 2016, 02:31:12.000"",""December 17th 2016, 02:31:12.000""]","[""ZO0486204862"",""ZO0084700847""]",$31.98 ,31.98,2,2,order,pia
"[""Women's Clothing""]",EUR,Wilhemina St.,Wilhemina St. Gilbert,FEMALE,17,Gilbert,,Saturday,5,wilhemina st.@gilbert-family.zzz,Monte Carlo,Europe,MC,"{
  ""lon"": 7.4,
  ""lat"": 43.7
}",,"[""Tigress Enterprises""]","March 30th 2019, 02:28:19.000",572168,"[{""base_price"":32.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Tigress Enterprises"",""tax_amount"":0,""product_id"":20242,""category"":""Women's Clothing"",""sku"":""ZO0035600356"",""taxless_price"":32.99,""unit_discount_amount"":0,""min_price"":17.81,""_id"":""sold_product_572168_20242"",""discount_amount"":0,""created_on"":""2016-12-17T02:28:19+00:00"",""product_name"":""Jersey dress - lipstick red"",""price"":32.99,""taxful_price"":32.99,""base_unit_price"":32.99},{""base_price"":22.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Tigress Enterprises"",""tax_amount"":0,""product_id"":22362,""category"":""Women's Clothing"",""sku"":""ZO0056200562"",""taxless_price"":22.99,""unit_discount_amount"":0,""min_price"":11.95,""_id"":""sold_product_572168_22362"",""discount_amount"":0,""created_on"":""2016-12-17T02:28:19+00:00"",""product_name"":""Print T-shirt - black"",""price"":22.99,""taxful_price"":22.99,""base_unit_price"":22.99}]","[""December 17th 2016, 02:28:19.000"",""December 17th 2016, 02:28:19.000""]","[""ZO0035600356"",""ZO0056200562""]",$55.98 ,55.98,2,2,order,wilhemina
"[""Men's Clothing""]",EUR,Jackson,Jackson Mccarthy,MALE,13,Mccarthy,,Saturday,5,jackson@mccarthy-family.zzz,Los Angeles,North America,US,"{
  ""lon"": -118.2,
  ""lat"": 34.1
}",California,"[""Low Tide Media"",""Elitelligence""]","March 30th 2019, 02:25:26.000",572166,"[{""base_price"":16.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":18369,""category"":""Men's Clothing"",""sku"":""ZO0477004770"",""taxless_price"":16.99,""unit_discount_amount"":0,""min_price"":9,""_id"":""sold_product_572166_18369"",""discount_amount"":0,""created_on"":""2016-12-17T02:25:26+00:00"",""product_name"":""GINGHAM 3 PACK - Boxer shorts - grey"",""price"":16.99,""taxful_price"":16.99,""base_unit_price"":16.99},{""base_price"":14.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Elitelligence"",""tax_amount"":0,""product_id"":19224,""category"":""Men's Clothing"",""sku"":""ZO0559705597"",""taxless_price"":14.99,""unit_discount_amount"":0,""min_price"":8.09,""_id"":""sold_product_572166_19224"",""discount_amount"":0,""created_on"":""2016-12-17T02:25:26+00:00"",""product_name"":""Long sleeved top - white/blue/red"",""price"":14.99,""taxful_price"":14.99,""base_unit_price"":14.99}]","[""December 17th 2016, 02:25:26.000"",""December 17th 2016, 02:25:26.000""]","[""ZO0477004770"",""ZO0559705597""]",$31.98 ,31.98,2,2,order,jackson
"[""Men's Accessories"",""Men's Clothing""]",EUR,Phil,Phil Banks,MALE,50,Banks,,Saturday,5,phil@banks-family.zzz,,Europe,GB,"{
  ""lon"": -0.1,
  ""lat"": 51.5
}",,"[""Microlutions""]","March 30th 2019, 02:18:14.000",572159,"[{""base_price"":7.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Microlutions"",""tax_amount"":0,""product_id"":17814,""category"":""Men's Accessories"",""sku"":""ZO0126401264"",""taxless_price"":7.99,""unit_discount_amount"":0,""min_price"":3.92,""_id"":""sold_product_572159_17814"",""discount_amount"":0,""created_on"":""2016-12-17T02:18:14+00:00"",""product_name"":""Belt - grey"",""price"":7.99,""taxful_price"":7.99,""base_unit_price"":7.99},{""base_price"":24.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Microlutions"",""tax_amount"":0,""product_id"":21924,""category"":""Men's Clothing"",""sku"":""ZO0110101101"",""taxless_price"":24.99,""unit_discount_amount"":0,""min_price"":12.74,""_id"":""sold_product_572159_21924"",""discount_amount"":0,""created_on"":""2016-12-17T02:18:14+00:00"",""product_name"":""Shirt - dark grey"",""price"":24.99,""taxful_price"":24.99,""base_unit_price"":24.99}]","[""December 17th 2016, 02:18:14.000"",""December 17th 2016, 02:18:14.000""]","[""ZO0126401264"",""ZO0110101101""]",$32.98 ,32.98,2,2,order,phil
"[""Men's Clothing""]",EUR,Thad,Thad Bailey,MALE,30,Bailey,,Saturday,5,thad@bailey-family.zzz,New York,North America,US,"{
  ""lon"": -74,
  ""lat"": 40.8
}",New York,"[""Oceanavigations"",""Elitelligence""]","March 30th 2019, 02:16:48.000",572158,"[{""base_price"":10.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Oceanavigations"",""tax_amount"":0,""product_id"":16082,""category"":""Men's Clothing"",""sku"":""ZO0277102771"",""taxless_price"":10.99,""unit_discount_amount"":0,""min_price"":5.06,""_id"":""sold_product_572158_16082"",""discount_amount"":0,""created_on"":""2016-12-17T02:16:48+00:00"",""product_name"":""Bow tie - dark green"",""price"":10.99,""taxful_price"":10.99,""base_unit_price"":10.99},{""base_price"":24.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Elitelligence"",""tax_amount"":0,""product_id"":14395,""category"":""Men's Clothing"",""sku"":""ZO0574305743"",""taxless_price"":24.99,""unit_discount_amount"":0,""min_price"":12.25,""_id"":""sold_product_572158_14395"",""discount_amount"":0,""created_on"":""2016-12-17T02:16:48+00:00"",""product_name"":""Jumper - offwhite"",""price"":24.99,""taxful_price"":24.99,""base_unit_price"":24.99}]","[""December 17th 2016, 02:16:48.000"",""December 17th 2016, 02:16:48.000""]","[""ZO0277102771"",""ZO0574305743""]",$35.98 ,35.98,2,2,order,thad
"[""Men's Shoes""]",EUR,Irwin,Irwin Walters,MALE,14,Walters,,Saturday,5,irwin@walters-family.zzz,Bogotu00e1,South America,CO,"{
  ""lon"": -74.1,
  ""lat"": 4.6
}",Bogota D.C.,"[""Low Tide Media""]","March 30th 2019, 02:11:12.000",739871,"[{""base_price"":64.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":1903,""category"":""Men's Shoes"",""sku"":""ZO0401304013"",""taxless_price"":64.99,""unit_discount_amount"":0,""min_price"":29.9,""_id"":""sold_product_739871_1903"",""discount_amount"":0,""created_on"":""2016-12-17T02:11:12+00:00"",""product_name"":""Boots - Medium Slate Blue"",""price"":64.99,""taxful_price"":64.99,""base_unit_price"":64.99}]","December 17th 2016, 02:11:12.000","[""ZO0401304013""]",$64.99 ,64.99,1,1,order,irwin
"[""Men's Clothing"",""Men's Accessories""]",EUR,Kamal,Kamal Graham,MALE,39,Graham,,Saturday,5,kamal@graham-family.zzz,Istanbul,Asia,TR,"{
  ""lon"": 29,
  ""lat"": 41
}",Istanbul,"[""Spritechnologies"",""Low Tide Media""]","March 30th 2019, 01:59:31.000",572143,"[{""base_price"":24.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Spritechnologies"",""tax_amount"":0,""product_id"":14923,""category"":""Men's Clothing"",""sku"":""ZO0628006280"",""taxless_price"":24.99,""unit_discount_amount"":0,""min_price"":13.24,""_id"":""sold_product_572143_14923"",""discount_amount"":0,""created_on"":""2016-12-17T01:59:31+00:00"",""product_name"":""Sports shirt - dark denim"",""price"":24.99,""taxful_price"":24.99,""base_unit_price"":24.99},{""base_price"":84.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":12711,""category"":""Men's Accessories"",""sku"":""ZO0467204672"",""taxless_price"":84.99,""unit_discount_amount"":0,""min_price"":41.65,""_id"":""sold_product_572143_12711"",""discount_amount"":0,""created_on"":""2016-12-17T01:59:31+00:00"",""product_name"":""Briefcase - dark brown"",""price"":84.99,""taxful_price"":84.99,""base_unit_price"":84.99}]","[""December 17th 2016, 01:59:31.000"",""December 17th 2016, 01:59:31.000""]","[""ZO0628006280"",""ZO0467204672""]",$109.98 ,109.98,2,2,order,kamal
"[""Women's Clothing"",""Women's Accessories""]",EUR,Sonya,Sonya Hampton,FEMALE,28,Hampton,,Saturday,5,sonya@hampton-family.zzz,Bogotu00e1,South America,CO,"{
  ""lon"": -74.1,
  ""lat"": 4.6
}",Bogota D.C.,"[""Pyramidustries"",""Tigress Enterprises""]","March 30th 2019, 01:50:53.000",572130,"[{""base_price"":20.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Pyramidustries"",""tax_amount"":0,""product_id"":9196,""category"":""Women's Clothing"",""sku"":""ZO0179501795"",""taxless_price"":20.99,""unit_discount_amount"":0,""min_price"":10.29,""_id"":""sold_product_572130_9196"",""discount_amount"":0,""created_on"":""2016-12-17T01:50:53+00:00"",""product_name"":""Sweatshirt - black"",""price"":20.99,""taxful_price"":20.99,""base_unit_price"":20.99},{""base_price"":28.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Tigress Enterprises"",""tax_amount"":0,""product_id"":20244,""category"":""Women's Accessories"",""sku"":""ZO0091700917"",""taxless_price"":28.99,""unit_discount_amount"":0,""min_price"":15.36,""_id"":""sold_product_572130_20244"",""discount_amount"":0,""created_on"":""2016-12-17T01:50:53+00:00"",""product_name"":""Handbag - black"",""price"":28.99,""taxful_price"":28.99,""base_unit_price"":28.99}]","[""December 17th 2016, 01:50:53.000"",""December 17th 2016, 01:50:53.000""]","[""ZO0179501795"",""ZO0091700917""]",$49.98 ,49.98,2,2,order,sonya
"[""Women's Clothing"",""Women's Shoes""]",EUR,Pia,Pia Parker,FEMALE,45,Parker,,Saturday,5,pia@parker-family.zzz,Cannes,Europe,FR,"{
  ""lon"": 7,
  ""lat"": 43.6
}",Alpes-Maritimes,"[""Spherecords"",""Angeldale""]","March 30th 2019, 01:43:41.000",572124,"[{""base_price"":21.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Spherecords"",""tax_amount"":0,""product_id"":12893,""category"":""Women's Clothing"",""sku"":""ZO0636106361"",""taxless_price"":21.99,""unit_discount_amount"":0,""min_price"":11.43,""_id"":""sold_product_572124_12893"",""discount_amount"":0,""created_on"":""2016-12-17T01:43:41+00:00"",""product_name"":""Shift dress - black"",""price"":21.99,""taxful_price"":21.99,""base_unit_price"":21.99},{""base_price"":74.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Angeldale"",""tax_amount"":0,""product_id"":25102,""category"":""Women's Shoes"",""sku"":""ZO0674706747"",""taxless_price"":74.99,""unit_discount_amount"":0,""min_price"":37.49,""_id"":""sold_product_572124_25102"",""discount_amount"":0,""created_on"":""2016-12-17T01:43:41+00:00"",""product_name"":""Ankle boots - noir"",""price"":74.99,""taxful_price"":74.99,""base_unit_price"":74.99}]","[""December 17th 2016, 01:43:41.000"",""December 17th 2016, 01:43:41.000""]","[""ZO0636106361"",""ZO0674706747""]",$96.98 ,96.98,2,2,order,pia
"[""Women's Clothing""]",EUR,Stephanie,Stephanie Perry,FEMALE,6,Perry,,Saturday,5,stephanie@perry-family.zzz,Cannes,Europe,FR,"{
  ""lon"": 7,
  ""lat"": 43.6
}",Alpes-Maritimes,"[""Gnomehouse"",""Tigress Enterprises""]","March 30th 2019, 01:32:10.000",572116,"[{""base_price"":99.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Gnomehouse"",""tax_amount"":0,""product_id"":17655,""category"":""Women's Clothing"",""sku"":""ZO0355203552"",""taxless_price"":99.99,""unit_discount_amount"":0,""min_price"":53.99,""_id"":""sold_product_572116_17655"",""discount_amount"":0,""created_on"":""2016-12-17T01:32:10+00:00"",""product_name"":""Classic coat - black"",""price"":99.99,""taxful_price"":99.99,""base_unit_price"":99.99},{""base_price"":36.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Tigress Enterprises"",""tax_amount"":0,""product_id"":19439,""category"":""Women's Clothing"",""sku"":""ZO0047200472"",""taxless_price"":36.99,""unit_discount_amount"":0,""min_price"":18.86,""_id"":""sold_product_572116_19439"",""discount_amount"":0,""created_on"":""2016-12-17T01:32:10+00:00"",""product_name"":""Jersey dress - black/white"",""price"":36.99,""taxful_price"":36.99,""base_unit_price"":36.99}]","[""December 17th 2016, 01:32:10.000"",""December 17th 2016, 01:32:10.000""]","[""ZO0355203552"",""ZO0047200472""]",$136.98 ,136.98,2,2,order,stephanie
"[""Women's Shoes""]",EUR,Gwen,Gwen Roberson,FEMALE,26,Roberson,,Saturday,5,gwen@roberson-family.zzz,Los Angeles,North America,US,"{
  ""lon"": -118.2,
  ""lat"": 34.1
}",California,"[""Oceanavigations"",""Pyramidustries""]","March 30th 2019, 01:13:26.000",572095,"[{""base_price"":59.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Oceanavigations"",""tax_amount"":0,""product_id"":13762,""category"":""Women's Shoes"",""sku"":""ZO0239602396"",""taxless_price"":59.99,""unit_discount_amount"":0,""min_price"":32.39,""_id"":""sold_product_572095_13762"",""discount_amount"":0,""created_on"":""2016-12-17T01:13:26+00:00"",""product_name"":""Lace-ups - Silver"",""price"":59.99,""taxful_price"":59.99,""base_unit_price"":59.99},{""base_price"":41.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Pyramidustries"",""tax_amount"":0,""product_id"":17245,""category"":""Women's Shoes"",""sku"":""ZO0134301343"",""taxless_price"":41.99,""unit_discount_amount"":0,""min_price"":23.09,""_id"":""sold_product_572095_17245"",""discount_amount"":0,""created_on"":""2016-12-17T01:13:26+00:00"",""product_name"":""High heels - black"",""price"":41.99,""taxful_price"":41.99,""base_unit_price"":41.99}]","[""December 17th 2016, 01:13:26.000"",""December 17th 2016, 01:13:26.000""]","[""ZO0239602396"",""ZO0134301343""]",$101.98 ,101.98,2,2,order,gwen
"[""Men's Clothing""]",EUR,Ahmed Al,Ahmed Al Wells,MALE,4,Wells,,Saturday,5,ahmed al@wells-family.zzz,Abu Dhabi,Asia,AE,"{
  ""lon"": 54.4,
  ""lat"": 24.5
}",Abu Dhabi,"[""Low Tide Media"",""Microlutions""]","March 30th 2019, 00:59:02.000",572080,"[{""base_price"":16.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Low Tide Media"",""tax_amount"":0,""product_id"":3075,""category"":""Men's Clothing"",""sku"":""ZO0475804758"",""taxless_price"":16.99,""unit_discount_amount"":0,""min_price"":8.33,""_id"":""sold_product_572080_3075"",""discount_amount"":0,""created_on"":""2016-12-17T00:59:02+00:00"",""product_name"":""2 PACK - Basic T-shirt - black"",""price"":16.99,""taxful_price"":16.99,""base_unit_price"":16.99},{""base_price"":49.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Microlutions"",""tax_amount"":0,""product_id"":20265,""category"":""Men's Clothing"",""sku"":""ZO0114501145"",""taxless_price"":49.99,""unit_discount_amount"":0,""min_price"":26.99,""_id"":""sold_product_572080_20265"",""discount_amount"":0,""created_on"":""2016-12-17T00:59:02+00:00"",""product_name"":""Light jacket - oliv"",""price"":49.99,""taxful_price"":49.99,""base_unit_price"":49.99}]","[""December 17th 2016, 00:59:02.000"",""December 17th 2016, 00:59:02.000""]","[""ZO0475804758"",""ZO0114501145""]",$66.98 ,66.98,2,2,order,ahmed
"[""Women's Shoes""]",EUR,Diane,Diane Hopkins,FEMALE,22,Hopkins,,Saturday,5,diane@hopkins-family.zzz,,Europe,GB,"{
  ""lon"": -0.1,
  ""lat"": 51.5
}",,"[""Pyramidustries"",""Angeldale""]","March 30th 2019, 00:56:10.000",572078,"[{""base_price"":24.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Pyramidustries"",""tax_amount"":0,""product_id"":15156,""category"":""Women's Shoes"",""sku"":""ZO0134701347"",""taxless_price"":24.99,""unit_discount_amount"":0,""min_price"":12.99,""_id"":""sold_product_572078_15156"",""discount_amount"":0,""created_on"":""2016-12-17T00:56:10+00:00"",""product_name"":""Classic heels - light blue"",""price"":24.99,""taxful_price"":24.99,""base_unit_price"":24.99},{""base_price"":114.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Angeldale"",""tax_amount"":0,""product_id"":17794,""category"":""Women's Shoes"",""sku"":""ZO0671506715"",""taxless_price"":114.99,""unit_discount_amount"":0,""min_price"":60.94,""_id"":""sold_product_572078_17794"",""discount_amount"":0,""created_on"":""2016-12-17T00:56:10+00:00"",""product_name"":""Boots - black"",""price"":114.99,""taxful_price"":114.99,""base_unit_price"":114.99}]","[""December 17th 2016, 00:56:10.000"",""December 17th 2016, 00:56:10.000""]","[""ZO0134701347"",""ZO0671506715""]",$139.98 ,139.98,2,2,order,diane
"[""Women's Clothing"",""Women's Accessories""]",EUR,Gwen,Gwen Wolfe,FEMALE,26,Wolfe,,Saturday,5,gwen@wolfe-family.zzz,Los Angeles,North America,US,"{
  ""lon"": -118.2,
  ""lat"": 34.1
}",California,"[""Gnomehouse""]","March 30th 2019, 00:36:00.000",572056,"[{""base_price"":28.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Gnomehouse"",""tax_amount"":0,""product_id"":18135,""category"":""Women's Clothing"",""sku"":""ZO0350403504"",""taxless_price"":28.99,""unit_discount_amount"":0,""min_price"":13.92,""_id"":""sold_product_572056_18135"",""discount_amount"":0,""created_on"":""2016-12-17T00:36:00+00:00"",""product_name"":""Blouse - Dark Turquoise"",""price"":28.99,""taxful_price"":28.99,""base_unit_price"":28.99},{""base_price"":49.99,""discount_percentage"":0,""quantity"":1,""manufacturer"":""Gnomehouse"",""tax_amount"":0,""product_id"":24777,""category"":""Women's Accessories"",""sku"":""ZO0356703567"",""taxless_price"":49.99,""unit_discount_amount"":0,""min_price"":25.49,""_id"":""sold_product_572056_24777"",""discount_amount"":0,""created_on"":""2016-12-17T00:36:00+00:00"",""product_name"":""Tote bag - cognac"",""price"":49.99,""taxful_price"":49.99,""base_unit_price"":49.99}]","[""December 17th 2016, 00:36:00.000"",""December 17th 2016, 00:36:00.000""]","[""ZO0350403504"",""ZO0356703567""]",$78.98 ,78.98,2,2,order,gwen
